#SOD  ENT-GPS
76600   -1.83103
76650   -1.83072
76700   -1.83059
76750   -1.83042
76800   -1.83016
76850   -1.83011
76900   -1.83007
76950   -1.83003
77000   -1.82992
77050   -1.82970
77100   -1.82955
77150   -1.82917
77200   -1.82911
77250   -1.82876
77300   -1.82844
77350   -1.82839
77400   -1.82813
77450   -1.82782
77500   -1.82738
77550   -1.82731
77600   -1.82701
77650   -1.82655
77700   -1.82607
77750   -1.82554
77800   -1.82479
77850   -1.82476
77900   -1.82421
77950   -1.82836
78000   -1.82782
78050   -1.82735
78100   -1.82720
78150   -1.82653
78200   -1.82541
78250   -1.82481
78300   -1.82454
78350   -1.83210
78400   -1.83112
78450   -1.83009
78500   -1.82978
78550   -1.82954
78600   -1.82883
78650   -1.82790
78700   -1.82738
78750   -1.82694
78800   -1.82607
78850   -1.82520
78900   -1.82469
78950   -1.82393
79000   -1.82295
79050   -1.82180
79100   -1.82082
79150   -1.81967
79200   -1.81904
79250   -1.81816
79300   -1.81647
79350   -1.81598
79400   -1.81555
79450   -1.81493
79500   -1.81415
79550   -1.78511
79600   -1.78481
79650   -1.78397
79700   -1.78295
79750   -1.78169
79800   -1.77998
79850   -1.77864
79900   -1.77763
79950   -1.77696
80000   -1.77604
80050   -1.77472
80100   -1.77440
80150   -1.77390
80200   -1.77326
80250   -1.77319
80300   -1.77292
80350   -1.77255
80400   -1.77178
80450   -1.77134
80500   -1.77052
80550   -1.76904
80600   -1.76738
80650   -1.76605
80700   -1.76519
80750   -1.76417
80800   -1.76316
80850   -1.76290
80900   -1.76068
80950   -1.75955
81000   -1.75865
81050   -1.73945
81100   -1.73834
81150   -1.73651
81200   -1.73503
81250   -1.73438
81300   -1.73294
81350   -1.73165
81400   -1.73111
81450   -1.72975
81500   -1.72857
81550   -1.72197
81600   -1.72066
81650   -1.72584
81700   -1.72490
81750   -1.72374
81800   -1.72188
81850   -1.72066
81900   -1.71380
81950   -1.71280
82000   -1.71141
82050   -1.71019
82100   -1.71475
82150   -1.71367
82200   -1.71249
82250   -1.71129
82300   -1.70985
82350   -1.70881
82400   -1.70747
82450   -1.70609
82500   -1.70466
82550   -1.70398
82600   -1.70251
82650   -1.70152
82700   -1.70035
82750   -1.69916
82800   -1.69820
82850   -1.68918
82900   -1.68876
82950   -1.69289
83000   -1.71435
83050   -1.71402
83100   -1.71319
83150   -1.71242
83200   -1.71236
83250   -1.70734
83300   -1.70568
83350   -1.70441
83400   -1.70380
83450   -1.70226
83500   -1.70150
83550   -1.70034
83600   -1.69980
83650   -1.69884
83700   -1.69828
83750   -1.69800
83800   -1.69664
83850   -1.69548
83900   -1.67012
83950   -1.66924
84000   -1.66910
84050   -1.66899
84100   -1.66856
84150   -1.66790
84200   -1.66721
84250   -1.66695
84300   -1.66691
84350   -1.66665
84400   -1.66626
84450   -1.66550
84500   -1.66507
84550   -1.66492
84600   -1.66489
84650   -1.66477
84700   -1.66462
84750   -1.66446
84800   -1.66404
84850   -1.66345
84900   -1.66264
84950   -1.66254
85000   -1.65544
85050   -1.65510
85100   -1.62981
85150   -1.62852
85200   -1.62767
85250   -1.62641
85300   -1.62578
85350   -1.62430
85400   -1.62324
85450   -1.62201
85500   -1.62146
85550   -1.62062
85600   -1.61946
85650   -1.61871
85700   -1.61811
85750   -1.61727
85800   -1.61662
85850   -1.61551
85900   -1.61472
85950   -1.61335
86000   -1.61254
86050   -1.61226
86100   -1.61133
86150   -1.61038
86200   -1.60850
86250   -1.60780
86300   -1.60543
86350   -1.60413
